Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1974,1974,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1975,1975,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1976,1976,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1977,1977,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1978,1978,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1979,1979,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1980,1980,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1981,1981,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1982,1982,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1983,1983,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1984,1984,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1985,1985,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1986,1986,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1987,1987,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1988,1988,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1989,1989,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1990,1990,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1991,1991,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1992,1992,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1993,1993,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1994,1994,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1995,1995,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1996,1996,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1997,1997,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1998,1998,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,1999,1999,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2000,2000,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2001,2001,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2002,2002,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2003,2003,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2004,2004,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2005,2005,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2006,2006,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2007,2007,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2008,2008,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2009,2009,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2010,2010,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2011,2011,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2012,2012,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2013,2013,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2014,2014,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2015,2015,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2016,2016,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2017,2017,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2018,2018,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2019,2019,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2020,2020,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2021,2021,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7007,July,2022,2022,°c,0.811,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1961,1961,°c,-0.951,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1962,1962,°c,-0.66,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1963,1963,°c,0.183,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1964,1964,°c,0.556,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1965,1965,°c,-0.217,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1966,1966,°c,0.863,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1967,1967,°c,-0.178,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1968,1968,°c,0.983,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1969,1969,°c,-0.014,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1970,1970,°c,-0.022,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1971,1971,°c,-0.538,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1972,1972,°c,-0.278,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1973,1973,°c,-0.616,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1974,1974,°c,-0.557,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1975,1975,°c,-0.406,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1976,1976,°c,-0.434,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1977,1977,°c,0.629,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1978,1978,°c,-0.699,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1979,1979,°c,0.169,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1980,1980,°c,-0.195,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1981,1981,°c,0.577,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1982,1982,°c,0.317,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1983,1983,°c,1.021,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1984,1984,°c,0.253,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1985,1985,°c,-0.36,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1986,1986,°c,0.549,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1987,1987,°c,1.088,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1988,1988,°c,0.626,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1989,1989,°c,0.592,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1990,1990,°c,-0.453,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1991,1991,°c,-0.074,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1992,1992,°c,-0.182,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1993,1993,°c,0.093,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1994,1994,°c,1.108,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1995,1995,°c,2.007,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1996,1996,°c,1.364,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1997,1997,°c,1.262,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1998,1998,°c,1.768,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,1999,1999,°c,2.918,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2000,2000,°c,0.34,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2001,2001,°c,0.944,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2002,2002,°c,2.707,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2003,2003,°c,1.591,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2004,2004,°c,1.317,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2005,2005,°c,1.783,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2006,2006,°c,2.929,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2007,2007,°c,1.47,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2008,2008,°c,0.967,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2009,2009,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2010,2010,°c,1.323,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2011,2011,°c,0.886,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2012,2012,°c,1.443,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2013,2013,°c,0.854,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2014,2014,°c,2.589,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2015,2015,°c,2.303,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2016,2016,°c,0.201,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2017,2017,°c,1.364,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2018,2018,°c,1.968,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2019,2019,°c,1.682,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2020,2020,°c,2.502,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2021,2021,°c,2.707,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7008,August,2022,2022,°c,1.887,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1961,1961,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1962,1962,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1963,1963,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1964,1964,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1965,1965,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1966,1966,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1967,1967,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1968,1968,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1969,1969,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1970,1970,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1971,1971,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1972,1972,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1973,1973,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1974,1974,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1975,1975,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1976,1976,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1977,1977,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1978,1978,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1979,1979,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1980,1980,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1981,1981,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1982,1982,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1983,1983,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1984,1984,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1985,1985,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1986,1986,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1987,1987,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1988,1988,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1989,1989,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1990,1990,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1991,1991,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1992,1992,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1993,1993,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1994,1994,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1995,1995,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1996,1996,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1997,1997,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1998,1998,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,1999,1999,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2000,2000,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2001,2001,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2002,2002,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2003,2003,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2004,2004,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2005,2005,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2006,2006,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2007,2007,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2008,2008,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2009,2009,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2010,2010,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2011,2011,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2012,2012,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2013,2013,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2014,2014,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2015,2015,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2016,2016,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2017,2017,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2018,2018,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2019,2019,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2020,2020,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2021,2021,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7008,August,2022,2022,°c,0.512,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1961,1961,°c,-1.955,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1962,1962,°c,0.304,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1963,1963,°c,0.806,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1964,1964,°c,-2.367,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1965,1965,°c,0.881,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1966,1966,°c,-0.331,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1967,1967,°c,0.245,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1968,1968,°c,-0.053,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1969,1969,°c,2.201,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1970,1970,°c,-0.621,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1971,1971,°c,-0.335,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1972,1972,°c,2.431,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1973,1973,°c,-0.215,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1974,1974,°c,0.011,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1975,1975,°c,-0.133,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1976,1976,°c,0.205,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1977,1977,°c,-0.246,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1978,1978,°c,-0.676,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1979,1979,°c,-0.314,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1980,1980,°c,-0.628,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1981,1981,°c,0.124,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1982,1982,°c,0.823,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1983,1983,°c,-0.017,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1984,1984,°c,0.545,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1985,1985,°c,-1.071,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1986,1986,°c,0.763,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1987,1987,°c,0.434,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1988,1988,°c,0.609,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1989,1989,°c,1.839,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1990,1990,°c,0.609,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1991,1991,°c,0.31,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1992,1992,°c,-1.032,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1993,1993,°c,1.912,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1994,1994,°c,1.317,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1995,1995,°c,2.624,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1996,1996,°c,2.687,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1997,1997,°c,0.735,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1998,1998,°c,2.765,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,1999,1999,°c,2.96,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2000,2000,°c,1.039,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2001,2001,°c,3.782,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2002,2002,°c,2.283,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2003,2003,°c,2.017,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2004,2004,°c,-0.149,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2005,2005,°c,1.742,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2006,2006,°c,2.22,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2007,2007,°c,0.633,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2008,2008,°c,1.787,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2009,2009,°c,2.206,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2010,2010,°c,1.697,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2011,2011,°c,1.402,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2012,2012,°c,0.797,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2013,2013,°c,2.048,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2014,2014,°c,2.626,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2015,2015,°c,2.094,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2016,2016,°c,1.399,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2017,2017,°c,1.193,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2018,2018,°c,1.264,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2019,2019,°c,1.832,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2020,2020,°c,2.148,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2021,2021,°c,1.572,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7009,September,2022,2022,°c,2.822,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1961,1961,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1962,1962,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1963,1963,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1964,1964,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1965,1965,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1966,1966,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1967,1967,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1968,1968,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1969,1969,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1970,1970,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1971,1971,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1972,1972,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1973,1973,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1974,1974,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1975,1975,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1976,1976,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1977,1977,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1978,1978,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1979,1979,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1980,1980,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1981,1981,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1982,1982,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1983,1983,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1984,1984,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1985,1985,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1986,1986,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1987,1987,°c,1.093,E,Estimated value
